X1,X2,X3,X4,X5,X6,X9,X11,X12,X13,X18,X21,X22,X23,X24,X30,X31,X34,X35,X36,X37,X47,X49,X50,X51,X55,X57,X58,X59,X60,X62,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X80,X81,X82,X87,X88,X89,X91,X92,class
6.658564721824998e-05,6.657383422587587e-05,6.657400581752501e-05,6.657422637419098e-05,6.657450978362356e-05,6.657487411930579e-05,6.657671673060707e-05,6.657898585059094e-05,6.658062523863294e-05,6.658273132537689e-05,6.37350699443583e-05,6.097747433415665e-05,5.8954666741442125e-05,5.6965557841199795e-05,5.513807907391207e-05,5.5614868767307713e-05,5.7668658879829674e-05,6.447569459839862e-05,6.545057657773013e-05,6.718051744976129e-05,6.918739542631056e-05,6.904561478261616e-05,6.930873655921569e-05,6.968072782414306e-05,6.893593729912872e-05,6.92234473195761e-05,6.795848988221754e-05,6.745931395991711e-05,6.702309948123141e-05,6.663366722589005e-05,6.593919671379885e-05,6.317459166378116e-05,6.156441583480276e-05,5.974971753975736e-05,5.781373187505483e-05,5.6022182052289456e-05,5.3105352540264804e-05,5.0391726405396635e-05,5.325615050899081e-05,5.5983136905760826e-05,5.758980004334398e-05,5.633986059221832e-05,4.874992273852022e-05,5.095795325651646e-05,5.3225922329028297e-05,6.223387146789619e-05,6.262964632763879e-05,6.298177166238209e-05,6.372204626171638e-05,6.421407050660033e-05,1
0.002975028694047116,0.002974839398602987,0.0029746246673077103,0.0029743647241100256,0.0029740500476097788,0.002973669120519063,0.0029719740030789174,0.0029701656851008,0.00296896690709846,0.0029675157259450692,0.002826814741417333,0.0026512591782885822,0.002576464991859383,0.0024933395546391647,0.0024017268921571076,0.0022807686341746345,0.002319549730569132,0.002321780777243142,0.0022752963190429184,0.0022015490298254933,0.0020959797217173803,0.0027975759840513604,0.0028537749115519783,0.0028747552535338694,0.002890786221723377,0.002930516964773548,0.0029372048551922145,0.0029384323176056943,0.0029383319477723426,0.0029369069986786424,0.002929866184665773,0.0028154681735001142,0.0027444193763181447,0.0026640898151106696,0.002574218778132835,0.002474951927333153,0.002365189288732795,0.0022467615542457824,0.002365717874204737,0.002475718796139753,0.0025328313833878928,0.002456980078106866,0.002166092748560721,0.002272808727332539,0.0023696527697038765,0.0027091169572955056,0.002751415472554508,0.002787446133061634,0.0028439481895571237,0.002865914347175816,0
0.35057413390513625,0.3505829059164157,0.3505938693941335,0.3506075597471734,0.3506246545859977,0.3506460016679301,0.3507475065442001,0.35086421572643844,0.350945142551608,0.3510461957991605,0.3369010257650436,0.3189999648527897,0.31157303512558865,0.3033658260157301,0.2943712867036313,0.3078381153477774,0.3229866002586381,0.3731318349558404,0.3930631266232135,0.4157521358733979,0.4421375178982688,0.37792268785489175,0.3678914470628364,0.3642840089436085,0.3613633377390553,0.354065118164751,0.3518642054251041,0.3509215554461572,0.35002676610918626,0.3491416737823485,0.3472559338681234,0.33237584494998484,0.323854794136969,0.3142699800372371,0.3035745170781985,0.29174969795180833,0.2788110219224374,0.2648173087081279,0.2787805384572784,0.2916840661751173,0.29835089135766807,0.2893400626593191,0.2551598226427842,0.26774586648985665,0.2791361524081694,0.3189364715525445,0.3239826032430753,0.3282792218068199,0.3349946178873249,0.3375809738086991,1
0.2233907006204492,0.2233635499816284,0.2233317179325832,0.22329438466653592,0.2232505990691763,0.2231992465646024,0.22298553810345947,0.2227744220407399,0.22264077397182094,0.22248402792320168,0.2116519151616275,0.1982731957105718,0.19267035014246253,0.18644400553545185,0.17957796910007548,0.17144941648211218,0.17490803512921932,0.1859904111922015,0.19269377516595326,0.19861737588419875,0.20382617474128226,0.22062326699904147,0.2213059682339124,0.22155429208959365,0.2217478938501133,0.2220526563626634,0.2219294275129441,0.2217918604129764,0.22159674503595547,0.221336652220472,0.22058119197395784,0.2116598894739752,0.20628726607025655,0.20022447757367434,0.193443851973042,0.18593533762803144,0.17770980520252702,0.16880642230018011,0.1777210968895959,0.18595897358166014,0.19021938272562966,0.1844824627509237,0.1627032837166137,0.17073211193291762,0.17799824019293728,0.20338818731263614,0.2066070214822029,0.2093477649708642,0.21363148899299247,0.2152813962186644,0
0.016622233651127073,0.016622221189013783,0.016622220333453282,0.016622219305097025,0.016622218045497083,0.016622216543386203,0.016622209802249186,0.016622202609784024,0.01662219785569681,0.016622192104024356,0.015905557960718155,0.0149990273227557,0.014618478887935157,0.014195764740555915,0.013729895560550348,0.01372972992674927,0.014195527118465268,0.015338408976829988,0.01563900796852833,0.015905053314327074,0.016138990446635214,0.016601775057435625,0.01659263083996289,0.0165865945202403,0.016578038843423147,0.01652624923091737,0.016479652891341498,0.016449170300281566,0.016412522028627075,0.016368423456086106,0.01625144821265334,0.015324204007648404,0.014847212110019884,0.01430778957704085,0.01370307341968789,0.013031877019840923,0.012293424028586207,0.011491804181332494,0.011862295233203072,0.01211271055406112,0.01201937341641838,0.011221471578861069,0.010279652655905523,0.011119502111571207,0.011879262433400836,0.014530229707076566,0.0148649489162021,0.01514979645042111,0.01559479888383426,0.015766229292564268,0
1.143800567789319e-05,1.1426048769593644e-05,1.1426037131249346e-05,1.1426023293995747e-05,1.1426006827848795e-05,1.1425987249067842e-05,1.1425903245020635e-05,1.1425817304905044e-05,1.1425761758947172e-05,1.142569564609395e-05,1.0932584057958797e-05,1.1152850647806113e-05,1.0374522203089245e-05,9.766734046160643e-06,9.460437225047636e-06,9.50186074249556e-06,9.826744700705524e-06,1.189017264781441e-05,1.1340438875079407e-05,1.150844703754448e-05,1.1861912341211585e-05,1.2393873418773915e-05,1.318623526904484e-05,1.3729621594216886e-05,1.311049631046952e-05,1.3589608512321906e-05,1.2289839671743767e-05,1.1746849819187711e-05,1.1249446965311652e-05,1.0780859129751046e-05,9.86911136775742e-06,7.3975304146283675e-06,6.5660799325287774e-06,5.631701367282104e-06,4.682619198061506e-06,5.773482368595487e-06,5.739581708931774e-06,5.927143111855383e-06,6.911789680784386e-06,7.903427082974958e-06,8.764298702021831e-06,9.277577716921803e-06,7.794170027218898e-06,8.116503342342266e-06,8.680109166640002e-06,1.175236605072581e-05,1.1398376176579124e-05,1.1112859708163692e-05,1.085829700758381e-05,1.0967917287242993e-05,0
1.9045644200994305e-05,1.903369563532474e-05,1.9033693799136048e-05,1.9033691575643712e-05,1.9033688900384694e-05,1.9033685688943368e-05,1.903367147196737e-05,1.903365643345713e-05,1.9033646556397447e-05,1.90336346138996e-05,1.8212990017278567e-05,1.8018443715609407e-05,1.706638614218115e-05,1.626550481559075e-05,1.5746239047890296e-05,1.5791121101628818e-05,1.6330445568220003e-05,1.8921848966658848e-05,1.8512627728873325e-05,1.8805494360415062e-05,1.9269620840938878e-05,2.0115981882743853e-05,2.0954779959927515e-05,2.1528008614681174e-05,2.0944249926294078e-05,2.164315896208969e-05,2.052309476402754e-05,2.0095276764994877e-05,1.9734013907288547e-05,1.9426262315420426e-05,1.892841140747039e-05,1.808158182291137e-05,1.7608409587525586e-05,1.7073964762931e-05,1.6567202708889285e-05,1.635580383669234e-05,1.5167200621290921e-05,1.432154982905565e-05,1.5236701674245447e-05,1.6141832109772657e-05,1.6757956686157715e-05,1.6643487271609404e-05,1.3321575866948504e-05,1.3550254759107906e-05,1.3920804001514715e-05,1.5609060241171537e-05,1.598918650210683e-05,1.6300121047797267e-05,1.691731250049458e-05,1.7339782730219125e-05,0
2.8008671120633537e-06,2.788918779622393e-06,2.788917452232474e-06,2.7889158493315803e-06,2.7889139304807e-06,2.788911622763476e-06,2.788901475159133e-06,2.788890809015492e-06,2.788883804027721e-06,2.7888753656942655e-06,2.66857409962966e-06,3.3607789698635237e-06,2.780114614964727e-06,2.392028612456667e-06,2.3280557575569776e-06,2.372976687465247e-06,2.457025854765394e-06,3.932479783496286e-06,3.2286152683733863e-06,3.261305434510584e-06,3.4968046549481516e-06,3.885317074617964e-06,4.730824142957789e-06,5.3085249243829684e-06,4.730180054767808e-06,5.465265764354442e-06,4.377030166076095e-06,3.970430826234988e-06,3.634945860303305e-06,3.3585017493799197e-06,2.944783380492972e-06,2.87471633654529e-06,2.831938513678831e-06,2.784988042276816e-06,2.825788547842364e-06,3.2236988390527438e-06,2.7061282433141064e-06,2.591217947912541e-06,3.0263328171990587e-06,3.547119284628032e-06,4.106097641821903e-06,4.6528067432367865e-06,3.914177967329215e-06,3.591887832351516e-06,3.5759237276449797e-06,4.653344938459028e-06,4.050244989778792e-06,3.5534521773618868e-06,2.9704069169715265e-06,2.9541603537760987e-06,1
8.099741783806788e-05,8.098546892853752e-05,8.098546578117131e-05,8.098546205951521e-05,8.098545752699395e-05,8.098545216771653e-05,8.098542858146403e-05,8.098540392695614e-05,8.098538799976866e-05,8.098536881996099e-05,7.749392404191885e-05,7.391770120224383e-05,7.154931873684561e-05,6.917422662585816e-05,6.691868748989792e-05,6.696425248123367e-05,6.924016384439254e-05,7.608901873811913e-05,7.680430738525869e-05,7.809045966804734e-05,7.942782975200813e-05,8.207493490099534e-05,8.292257033389863e-05,8.350266722465487e-05,8.292818047447757e-05,8.370492167337157e-05,8.266905440220443e-05,8.230297706807318e-05,8.202157235577922e-05,8.181684424992701e-05,8.162177053791773e-05,8.118967216144206e-05,8.019872827512953e-05,7.914457961766383e-05,7.813449271168022e-05,7.745934349540396e-05,7.587480276215604e-05,7.473371055172582e-05,8.246149315224697e-05,9.123128960601547e-05,9.96532384126049e-05,9.130705233679245e-05,6.959489041598527e-05,7.06405818545489e-05,7.192255231415237e-05,7.802264598274343e-05,7.812019211502249e-05,7.823440851927538e-05,7.863712228640591e-05,7.901228217742849e-05,1
0.006300507866230249,0.006320902170654249,0.006344823127431735,0.006372864255155775,0.006405735206067175,0.006444267888545061,0.0066044568062815405,0.006762510432021542,0.006862494334114526,0.006762508002851502,0.0061664388856995725,0.0057257826336478725,0.005559171880092544,0.005380807720664111,0.005189859650715768,0.005138595464800095,0.005308067996107867,0.005724715024811412,0.005833624926667935,0.005930449570217378,0.006015742489755218,0.0061813059401304,0.00617939883946871,0.006178347401424475,0.006175907736501047,0.006165318381381514,0.006154810244737756,0.0061482383802805825,0.006140492832704521,0.006131304907731993,0.006107279976882043,0.005856464381742739,0.005707363630398561,0.0055392562848899565,0.0053514549985443655,0.005143933703067912,0.0049157467951378144,0.004669251234024212,0.004915887070600413,0.005143874145471604,0.005261924933967209,0.0051036080850649,0.0045000044123840325,0.004721825672503766,0.0049228360777965035,0.0056262663165378155,0.005714716786501949,0.0057900440380073215,0.005907962555962825,0.005953580506171303,1
